date,adj_close,adj_close,adj_close,adj_close,adj_close,adj_close,adj_close,adj_close,close,close,close,close,close,close,close,close,high,high,high,high,high,high,high,high,low,low,low,low,low,low,low,low,open,open,open,open,open,open,open,open,volume,volume,volume,volume,volume,volume,volume,volume
2023-07-10,,,,131.3000030517578,,468.1379699707031,,,,,,131.3000030517578,,480.6300048828125,,,,,,131.6999969482422,,481.0,,,,,,130.27999877929688,,468.5400085449219,,,,,,130.52000427246094,,471.3900146484375,,,,,,92577.0,,794300.0,,
2023-07-11,,,,132.24000549316406,,474.00152587890625,,,,,,132.24000549316406,,486.6499938964844,,,,,,132.4199981689453,,489.0,,,,,,131.1999969482422,,478.2900085449219,,,,,,131.67999267578125,,480.17999267578125,,,,,,120361.0,,486100.0,,
2023-07-12,,,,134.25999450683594,,484.8130187988281,,,,,,134.25999450683594,,497.75,,,,,,134.4199981689453,,499.3399963378906,,,,,,132.44000244140625,,493.239990234375,,,,,,132.60000610351562,,494.75,,,,,,114937.0,,501700.0,,
2023-07-13,,,,135.25999450683594,,484.84228515625,,,,,,135.25999450683594,,497.7799987792969,,,,,,135.60000610351562,,503.8900146484375,,,,,,134.05999755859375,,497.4100036621094,,,,,,134.0800018310547,,499.8999938964844,,,,,,111218.0,,463400.0,,
2023-07-14,,,,134.94000244140625,,484.25775146484375,,,,,,134.94000244140625,,497.17999267578125,,,,,,135.27999877929688,,500.92999267578125,,,,,,134.66000366210938,,495.2099914550781,,,,,,135.10000610351562,,499.5,,,,,,26087.0,,437800.0,,
2023-07-17,,,,134.72000122070312,,486.2740173339844,,,,,,134.72000122070312,,499.25,,,,,,134.86000061035156,,499.44000244140625,,,,,,133.97999572753906,,490.7099914550781,,,,,,134.1999969482422,,492.7099914550781,,,,,,66613.0,,532400.0,,
2023-07-18,,,,135.1199951171875,,489.7609558105469,,,,,,135.1199951171875,,502.8299865722656,,,,,,135.22000122070312,,503.25,,,,,,134.3000030517578,,493.760009765625,,,,,,134.4600067138672,,500.0,,,,,,24421.0,,443100.0,,
2023-07-19,,,,135.1199951171875,,494.7381591796875,,,,,,135.1199951171875,,507.94000244140625,,,,,,136.0399932861328,,510.4200134277344,,,,,,134.6199951171875,,501.2900085449219,,,,,,135.74000549316406,,501.2900085449219,,,,,,61744.0,,636900.0,,
2023-07-20,,,,135.82000732421875,,496.4134826660156,,,,,,135.82000732421875,,509.6600036621094,,,,,,135.82000732421875,,512.4299926757812,,,,,,134.47999572753906,,504.0299987792969,,,,,,134.52000427246094,,504.8900146484375,,,,,,65493.0,,490500.0,,
2023-07-21,,,,135.5,,498.12774658203125,,,,,,135.5,,511.4200134277344,,,,,,135.5399932861328,,514.6699829101562,,,,,,134.97999572753906,,505.0199890136719,,,,,,135.0399932861328,,511.489990234375,,,,,,50597.0,,550500.0,,
2023-07-24,,,,135.66000366210938,,489.68304443359375,,,,,,135.66000366210938,,502.75,,,,,,135.75999450683594,,514.0,,,,,,135.0399932861328,,500.7300109863281,,,,,,135.10000610351562,,511.2200012207031,,,,,,67911.0,,709100.0,,
2023-07-25,,,,135.83999633789062,,533.9517211914062,,,,,,135.83999633789062,,548.2000122070312,,,,,,135.8800048828125,,548.9199829101562,,,,,,135.17999267578125,,507.55999755859375,,,,,,135.33999633789062,,508.6700134277344,,,,,,49766.0,,1144800.0,,
2023-07-26,,,,135.13999938964844,,542.7666015625,,,,,,135.13999938964844,,557.25,,,,,,135.75999450683594,,564.3499755859375,,,,,,134.0399932861328,,547.1900024414062,,,,,,135.60000610351562,,550.0,,,,,,199456.0,,776100.0,,
2023-07-27,,,,137.47999572753906,,539.2113037109375,,,,,,137.47999572753906,,553.5999755859375,,,,,,137.47999572753906,,561.4400024414062,,,,,,135.1199951171875,,551.9199829101562,,,,,,135.27999877929688,,555.219970703125,,,,,,212116.0,,687800.0,,
2023-07-28,,,,138.0399932861328,,535.9777221679688,,,,,,138.0399932861328,,550.280029296875,,,,,,138.10000610351562,,563.5,,,,,,136.86000061035156,,549.5800170898438,,,,,,137.0,,560.469970703125,,,,,,107464.0,,411400.0,,
2023-07-31,,,,137.94000244140625,,533.8348388671875,,,,,,137.94000244140625,,548.0800170898438,,,,,,138.4600067138672,,552.4500122070312,,,,,,137.6199951171875,,543.3699951171875,,,,,,137.77999877929688,,548.9000244140625,,,,,,69334.0,,404900.0,,
2023-08-01,,,,136.0800018310547,,531.7505493164062,,,,,,136.0800018310547,,545.9400024414062,,,,,,137.66000366210938,,549.010009765625,,,,,,136.0800018310547,,542.1400146484375,,,,,,137.55999755859375,,546.3200073242188,,,,,,132623.0,,450800.0,,
2023-08-02,,,,134.1999969482422,,531.078369140625,,,,,,134.1999969482422,,545.25,,,,,,135.16000366210938,,545.510009765625,,,,,,133.66000366210938,,532.8499755859375,,,,,,134.1199951171875,,540.6199951171875,,,,,,142606.0,,613600.0,,
2023-08-03,,,,133.1999969482422,,529.6466674804688,,,,,,133.1999969482422,,543.780029296875,,,,,,133.36000061035156,,548.1199951171875,,,,,,132.4199981689453,,539.52001953125,,,,,,132.94000244140625,,542.6799926757812,,,,,,124360.0,,441100.0,,
2023-08-04,,,,133.6199951171875,,528.166259765625,,,,,,133.6199951171875,,542.260009765625,,,,,,133.83999633789062,,551.6199951171875,,,,,,132.22000122070312,,541.3499755859375,,,,,,133.16000366210938,,545.3800048828125,,,,,,127085.0,,385600.0,,
2023-08-07,,,,133.6199951171875,,537.166015625,,,,,,133.6199951171875,,551.5,,,,,,133.67999267578125,,552.6599731445312,,,,,,132.5800018310547,,544.219970703125,,,,,,132.8800048828125,,545.6500244140625,,,,,,65889.0,,344500.0,,
2023-08-08,,,,132.05999755859375,,533.8251953125,,,,,,132.05999755859375,,548.0700073242188,,,,,,133.55999755859375,,549.0499877929688,,,,,,131.55999755859375,,537.2899780273438,,,,,,133.02000427246094,,547.75,,,,,,114807.0,,369400.0,,
2023-08-09,,,,132.77999877929688,,532.0037841796875,,,,,,132.77999877929688,,546.2000122070312,,,,,,133.8800048828125,,553.489990234375,,,,,,132.6199951171875,,545.9600219726562,,,,,,133.4199981689453,,547.5,,,,,,86068.0,,276900.0,,
2023-08-10,,,,134.0399932861328,,533.9957275390625,,,,,,134.0399932861328,,546.8599853515625,,,,,,134.52000427246094,,553.280029296875,,,,,,133.0,,542.8200073242188,,,,,,133.27999877929688,,548.5900268554688,,,,,,75265.0,,294600.0,,
2023-08-11,,,,132.5399932861328,,536.07568359375,,,,,,132.5399932861328,,548.989990234375,,,,,,133.6999969482422,,549.47998046875,,,,,,132.36000061035156,,541.4299926757812,,,,,,133.47999572753906,,543.8400268554688,,,,,,112933.0,,242600.0,,
2023-08-14,,,,133.22000122070312,,534.4058227539062,,,,,,133.22000122070312,,547.280029296875,,,,,,133.5,,550.9000244140625,,,,,,132.5,,546.1599731445312,,,,,,132.55999755859375,,550.1199951171875,,,,,,73628.0,,217800.0,,
2023-08-15,,,,132.1199951171875,,521.262451171875,,,,,,132.1199951171875,,533.8200073242188,,,,,,133.3800048828125,,542.8499755859375,,,,,,131.55999755859375,,533.010009765625,,,,,,133.25999450683594,,542.8499755859375,,,,,,103594.0,,294600.0,,
2023-08-16,,,,132.25999450683594,,517.1710815429688,,,,,,132.25999450683594,,529.6300048828125,,,,,,132.44000244140625,,534.6400146484375,,,,,,131.82000732421875,,529.5999755859375,,,,,,131.86000061035156,,532.7899780273438,,,,,,36261.0,,201300.0,,
2023-08-17,,,,131.24000549316406,,508.49993896484375,,,,,,131.24000549316406,,520.75,,,,,,132.27999877929688,,529.739990234375,,,,,,131.22000122070312,,520.5999755859375,,,,,,131.82000732421875,,529.739990234375,,,,,,63561.0,,435500.0,,
2023-08-18,,,,130.5,,507.9336853027344,,,,,,130.5,,520.1699829101562,,,,,,130.82000732421875,,524.25,,,,,,129.55999755859375,,512.22998046875,,,,,,130.47999572753906,,515.47998046875,,,,,,119019.0,,297300.0,,
2023-08-21,,,,130.74000549316406,,512.3960571289062,,,,,,130.74000549316406,,524.739990234375,,,,,,131.5800018310547,,526.739990234375,,,,,,130.52000427246094,,516.47998046875,,,,,,130.66000366210938,,518.4500122070312,,,,,,25365.0,,353900.0,,
2023-08-22,,,,131.55999755859375,,515.491455078125,,,,,,131.55999755859375,,527.9099731445312,,,,,,132.27999877929688,,531.8499755859375,,,,,,131.3800048828125,,524.739990234375,,,,,,131.3800048828125,,527.4099731445312,,,,,,46289.0,,275800.0,,
2023-08-23,,,,131.75999450683594,,523.2447509765625,,,,,,131.75999450683594,,535.8499755859375,,,,,,132.47999572753906,,536.02001953125,,,,,,131.3000030517578,,527.8499755859375,,,,,,132.0399932861328,,530.489990234375,,,,,,74684.0,,264700.0,,
2023-08-24,,,,130.8800048828125,,519.9344482421875,,,,,,130.8800048828125,,532.4600219726562,,,,,,133.13999938964844,,538.5599975585938,,,,,,130.83999633789062,,530.6599731445312,,,,,,133.0399932861328,,536.5800170898438,,,,,,109762.0,,243500.0,,
2023-08-25,,,,131.0,,518.6553955078125,,,,,,131.0,,531.1500244140625,,,,,,131.82000732421875,,537.6900024414062,,,,,,130.6199951171875,,528.1500244140625,,,,,,130.63999938964844,,535.1699829101562,,,,,,42827.0,,189000.0,,
2023-08-28,,,,132.32000732421875,,519.6318969726562,,,,,,132.32000732421875,,532.1500244140625,,,,,,132.36000061035156,,534.719970703125,,,,,,131.27999877929688,,529.3900146484375,,,,,,131.94000244140625,,532.75,,,,,,67968.0,,190700.0,,
2023-08-29,,,,133.5399932861328,,525.9398193359375,,,,,,133.5399932861328,,538.6099853515625,,,,,,133.5399932861328,,538.7899780273438,,,,,,132.39999389648438,,529.469970703125,,,,,,132.66000366210938,,531.9199829101562,,,,,,111894.0,,264800.0,,
2023-08-30,,,,133.13999938964844,,531.3300170898438,,,,,,133.13999938964844,,544.1300048828125,,,,,,133.66000366210938,,547.1300048828125,,,,,,132.55999755859375,,537.8099975585938,,,,,,133.63999938964844,,537.8099975585938,,,,,,67705.0,,224900.0,,
2023-08-31,,,,133.63999938964844,,530.83203125,,,,,,133.63999938964844,,543.6199951171875,,,,,,134.36000061035156,,545.5999755859375,,,,,,133.39999389648438,,540.9000244140625,,,,,,133.4600067138672,,545.1799926757812,,,,,,111417.0,,350100.0,,
2023-09-01,,,,132.72000122070312,,528.6543579101562,,,,,,132.72000122070312,,541.3900146484375,,,,,,133.8800048828125,,547.8800048828125,,,,,,132.72000122070312,,538.6900024414062,,,,,,133.39999389648438,,547.8800048828125,,,,,,98538.0,,214000.0,,
2023-09-04,,,,132.5,,,,,,,,132.5,,,,,,,,133.6199951171875,,,,,,,,132.3000030517578,,,,,,,,133.17999267578125,,,,,,,,107294.0,,,,
2023-09-05,,,,132.1199951171875,,528.4297485351562,,,,,,132.1199951171875,,541.1599731445312,,,,,,132.66000366210938,,543.1900024414062,,,,,,131.47999572753906,,532.3200073242188,,,,,,131.6999969482422,,538.1900024414062,,,,,,31996.0,,443700.0,,
2023-09-06,,,,131.83999633789062,,529.0938720703125,,,,,,131.83999633789062,,541.8400268554688,,,,,,132.17999267578125,,548.5,,,,,,131.27999877929688,,540.4299926757812,,,,,,131.5800018310547,,541.6599731445312,,,,,,105151.0,,396400.0,,
2023-09-07,,,,131.66000366210938,,533.6344604492188,,,,,,131.66000366210938,,546.489990234375,,,,,,132.27999877929688,,547.4099731445312,,,,,,131.3000030517578,,529.0399780273438,,,,,,131.4199981689453,,538.1900024414062,,,,,,131051.0,,318200.0,,
2023-09-08,,,,131.9199981689453,,521.2332153320312,,,,,,131.9199981689453,,533.7899780273438,,,,,,132.24000549316406,,548.5599975585938,,,,,,130.4600067138672,,531.8599853515625,,,,,,132.05999755859375,,548.4600219726562,,,,,,93358.0,,263900.0,,
2023-09-11,,,,132.4199981689453,,523.5474243164062,,,,,,132.4199981689453,,536.1599731445312,,,,,,132.94000244140625,,538.0900268554688,,,,,,132.0800018310547,,531.5,,,,,,132.0800018310547,,536.02001953125,,,,,,72283.0,,208900.0,,
2023-09-12,,,,131.67999267578125,,513.5970458984375,,,,,,131.67999267578125,,525.969970703125,,,,,,132.33999633789062,,532.6099853515625,,,,,,131.4199981689453,,522.4500122070312,,,,,,132.27999877929688,,529.1699829101562,,,,,,60418.0,,409400.0,,
2023-09-13,,,,131.17999267578125,,522.6588134765625,,,,,,131.17999267578125,,535.25,,,,,,131.8000030517578,,536.75,,,,,,130.36000061035156,,523.6799926757812,,,,,,131.1199951171875,,527.22998046875,,,,,,61799.0,,339200.0,,
2023-09-14,,,,132.4199981689453,,526.0180053710938,,,,,,132.4199981689453,,538.6900024414062,,,,,,132.5,,539.3599853515625,,,,,,130.55999755859375,,528.1799926757812,,,,,,130.94000244140625,,535.8900146484375,,,,,,63730.0,,376000.0,,
2023-09-15,,,,133.0399932861328,,517.6105346679688,,,,,,133.0399932861328,,530.0800170898438,,,,,,133.8800048828125,,540.1400146484375,,,,,,133.0,,529.3499755859375,,,,,,133.63999938964844,,530.5399780273438,,,,,,109939.0,,810800.0,,
2023-09-18,,,,131.66000366210938,,520.5497436523438,,,,,,131.66000366210938,,533.0900268554688,,,,,,132.8800048828125,,537.219970703125,,,,,,131.39999389648438,,525.260009765625,,,,,,132.75999450683594,,528.25,,,,,,97743.0,,284900.0,,
2023-09-19,,,,131.17999267578125,,525.3929443359375,,,,,,131.17999267578125,,538.0499877929688,,,,,,131.83999633789062,,538.6300048828125,,,,,,130.9199981689453,,529.6500244140625,,,,,,131.39999389648438,,533.239990234375,,,,,,52925.0,,254700.0,,
2023-09-20,,,,132.24000549316406,,522.4537353515625,,,,,,132.24000549316406,,535.0399780273438,,,,,,132.39999389648438,,543.7999877929688,,,,,,131.5,,534.02001953125,,,,,,131.55999755859375,,540.5499877929688,,,,,,32557.0,,299800.0,,
2023-09-21,,,,130.4600067138672,,503.2953186035156,,,,,,130.4600067138672,,515.4199829101562,,,,,,131.4199981689453,,530.5499877929688,,,,,,130.1999969482422,,514.280029296875,,,,,,131.25999450683594,,527.3400268554688,,,,,,128188.0,,481300.0,,
2023-09-22,,,,130.27999877929688,,501.0884704589844,,,,,,130.27999877929688,,513.1599731445312,,,,,,130.55999755859375,,517.989990234375,,,,,,129.5800018310547,,510.7200012207031,,,,,,129.6199951171875,,515.5599975585938,,,,,,140576.0,,290600.0,,
2023-09-25,,,,129.0399932861328,,504.74053955078125,,,,,,129.0399932861328,,516.9000244140625,,,,,,130.3800048828125,,517.3599853515625,,,,,,128.3800048828125,,507.04998779296875,,,,,,129.86000061035156,,509.8699951171875,,,,,,198716.0,,299100.0,,
2023-09-26,,,,127.76000213623047,,504.1156005859375,,,,,,127.76000213623047,,516.260009765625,,,,,,128.66000366210938,,526.0599975585938,,,,,,127.5199966430664,,511.6000061035156,,,,,,128.5,,511.6000061035156,,,,,,106469.0,,530600.0,,
2023-09-27,,,,127.4000015258789,,499.897216796875,,,,,,127.4000015258789,,511.94000244140625,,,,,,128.0800018310547,,522.22998046875,,,,,,127.26000213623047,,503.29998779296875,,,,,,127.5,,519.4600219726562,,,,,,84670.0,,339500.0,,
2023-09-28,,,,128.36000061035156,,509.2323303222656,,,,,,128.36000061035156,,521.5,,,,,,128.36000061035156,,523.0399780273438,,,,,,126.83999633789062,,513.010009765625,,,,,,127.58000183105469,,513.989990234375,,,,,,90542.0,,339900.0,,
2023-09-29,,,,128.82000732421875,,501.0103759765625,,,,,,128.82000732421875,,513.0800170898438,,,,,,129.9199981689453,,529.6900024414062,,,,,,128.82000732421875,,512.27001953125,,,,,,128.89999389648438,,526.8599853515625,,,,,,87381.0,,287800.0,,
2023-10-02,,,,127.66000366210938,,495.0636291503906,,,,,,127.66000366210938,,506.989990234375,,,,,,129.5800018310547,,513.6099853515625,,,,,,127.22000122070312,,499.6700134277344,,,,,,129.0800018310547,,511.510009765625,,,,,,143917.0,,306400.0,,
2023-10-03,,,,126.23999786376953,,483.80487060546875,,,,,,126.23999786376953,,495.4599914550781,,,,,,127.73999786376953,,509.57000732421875,,,,,,126.23999786376953,,491.67999267578125,,,,,,127.19999694824219,,504.54998779296875,,,,,,101808.0,,341600.0,,
2023-10-04,,,,126.4000015258789,,489.7906494140625,,,,,,126.4000015258789,,501.5899963378906,,,,,,127.05999755859375,,502.5,,,,,,125.18000030517578,,495.5400085449219,,,,,,125.45999908447266,,497.57000732421875,,,,,,130383.0,,353000.0,,
2023-10-05,,,,126.22000122070312,,486.41204833984375,,,,,,126.22000122070312,,498.1300048828125,,,,,,126.87999725341797,,502.9100036621094,,,,,,125.9800033569336,,495.2799987792969,,,,,,126.55999755859375,,501.04998779296875,,,,,,51589.0,,367400.0,,
2023-10-06,,,,127.5999984741211,,501.2643127441406,,,,,,127.5999984741211,,513.3400268554688,,,,,,127.5999984741211,,515.8300170898438,,,,,,125.9000015258789,,490.4700012207031,,,,,,126.58000183105469,,493.3800048828125,,,,,,187038.0,,416600.0,,
2023-10-09,,,,126.68000030517578,,503.2465515136719,,,,,,126.68000030517578,,515.3699951171875,,,,,,127.23999786376953,,518.2899780273438,,,,,,126.26000213623047,,509.2699890136719,,,,,,126.81999969482422,,511.79998779296875,,,,,,154219.0,,243000.0,,
2023-10-10,,,,129.17999267578125,,508.52923583984375,,,,,,129.17999267578125,,520.780029296875,,,,,,129.3000030517578,,523.780029296875,,,,,,127.91999816894531,,510.80999755859375,,,,,,127.94000244140625,,515.030029296875,,,,,,100387.0,,244300.0,,
2023-10-11,,,,129.39999389648438,,510.8631286621094,,,,,,129.39999389648438,,523.1699829101562,,,,,,129.63999938964844,,527.6500244140625,,,,,,128.66000366210938,,518.780029296875,,,,,,128.75999450683594,,525.5800170898438,,,,,,67907.0,,253800.0,,
2023-10-12,,,,129.13999938964844,,507.85546875,,,,,,129.13999938964844,,520.0900268554688,,,,,,130.39999389648438,,529.3400268554688,,,,,,129.1199951171875,,517.25,,,,,,130.0800018310547,,525.6599731445312,,,,,,88343.0,,311200.0,,
2023-10-13,,,,127.12000274658203,,498.5496826171875,,,,,,127.12000274658203,,510.55999755859375,,,,,,129.0399932861328,,521.5999755859375,,,,,,127.08000183105469,,506.4700012207031,,,,,,128.94000244140625,,521.5999755859375,,,,,,124199.0,,331600.0,,
2023-10-16,,,,127.62000274658203,,503.33441162109375,,,,,,127.62000274658203,,515.4600219726562,,,,,,127.87999725341797,,520.989990234375,,,,,,126.4800033569336,,513.4099731445312,,,,,,127.4000015258789,,515.780029296875,,,,,,89040.0,,191600.0,,
2023-10-17,,,,127.72000122070312,,503.6664123535156,,,,,,127.72000122070312,,515.7999877929688,,,,,,127.9800033569336,,520.3800048828125,,,,,,126.62000274658203,,510.82000732421875,,,,,,127.54000091552734,,510.82000732421875,,,,,,75072.0,,207100.0,,
2023-10-18,,,,126.37999725341797,,494.0871887207031,,,,,,126.37999725341797,,505.989990234375,,,,,,127.76000213623047,,512.97998046875,,,,,,126.31999969482422,,504.70001220703125,,,,,,127.45999908447266,,510.989990234375,,,,,,91114.0,,418800.0,,
2023-10-19,,,,126.0,,485.572265625,,,,,,126.0,,497.2699890136719,,,,,,126.44000244140625,,508.6400146484375,,,,,,125.4800033569336,,496.1199951171875,,,,,,126.08000183105469,,507.2300109863281,,,,,,126356.0,,282600.0,,
2023-10-20,,,,123.9800033569336,,478.21942138671875,,,,,,123.9800033569336,,489.739990234375,,,,,,125.05999755859375,,498.54998779296875,,,,,,123.95999908447266,,485.92999267578125,,,,,,124.5999984741211,,495.9599914550781,,,,,,164210.0,,340900.0,,
